person_name,user_name,email,personal_number,birth_date,address,phone,mac_address,ip_address,iban,accessed_at,session_duration,download_speed,upload_speed,consumed_traffic,unique_id
Aurică Nistor,auricănistor,auricănistor@gmail.com,7781006432864,1964-08-27,"Intrarea Tudorița Georgescu, Filiasi, 512104",0768 697 666,a6:1c:77:0a:b0:b4,71.147.182.180,RO51CVJD1795508582090868,2025-06-18 02:54:42,20923,14,175,782649,106a65bb-6444-41a1-8360-149aa9ef0489
Rodica Stănescu,rodicastănescu,rodicastănescu@gmail.com,5900205463136,1991-09-25,"Drumul Nistor, Gura Humorului, 336808",0769 944 415,0e:63:b4:1a:e0:ba,169.207.235.223,RO71WHOI6965452380452173,2025-06-18 02:54:42,33337,456,113,1922776,08487882-0312-47e7-8b4b-f61693f85eab
Teea Oprea,teeaoprea,teeaoprea@post.ro,1550912437351,1924-08-12,"Aleea Tincuța Eftimie, Pogoanele, 287412",0249 504 101,08:64:4e:93:9d:e0,165.48.82.187,RO33LOMS5153570340006056,2025-06-18 02:54:42,6530,432,790,440869,53883e54-1fbc-47e1-8fe0-8e323654d462
Ilarie Albu,ilariealbu,ilariealbu@141.ro,3480201402463,2011-06-21,"Drumul Răducu Eftimie Nr. 754 Bl. 27  Sc. 60 Ap. 681, Sighetu Marmatiei, 633360",0733 784 384,3c:9b:d5:91:b3:56,8.245.167.235,RO40SIHU4424378073014118,2025-06-18 02:54:42,2983,182,104,320636,da1d2d47-3666-4c6d-a65f-450fb48de856
Eftimia Dumitrescu,eftimiadumitrescu,eftimiadumitrescu@kappa.ro,5010301451454,1923-12-29,"Soseaua Voinea Nr. 81, Copsa Mica, 769797",0249 101 049,c0:35:65:4a:0e:51,176.213.25.190,RO93ZSVZ3790313338999116,2025-06-18 02:54:42,13830,445,170,1767731,f49bd39e-ca54-4bb6-b873-bf11110754e8
Jean Nistor,jeannistor,jeannistor@acasa.ro,6030630411917,1932-01-19,"Drumul Dinu Nr. 81, Topoloveni, 687676",0241 294 081,c4:57:4e:4a:b2:bc,61.205.175.176,RO73QJFX7936905553268153,2025-06-18 02:54:42,13560,351,549,1244233,05880f51-3dea-47cb-a635-b19506be71dd
Marcu Eftimie,marcueftimie,marcueftimie@gmail.com,3541026236238,1967-06-12,"Strada Emilian Tabacu Nr. 534, Babeni, 205209",0744 379 773,52:2e:f1:95:13:fc,70.105.78.227,RO86RCXH0567210665754724,2025-06-18 02:54:42,12184,352,154,1710295,6e0e019c-2760-4f16-8cf1-9195bc8bc2b1
Nadia Cristea,nadiacristea,nadiacristea@kappa.ro,5410826406324,2006-06-25,"Bulevardul Stancu Nr. 709 Bl. 85  Sc. 18 Ap. 269, Apahida, 782690",0738 408 866,0a:da:a0:0f:dd:28,162.121.108.5,RO91JDVC6610904026423864,2025-06-18 02:54:42,35747,612,696,30741,ba2da368-dcf8-4911-9f07-721c8d93b652
Dorel Eftimie,doreleftimie,doreleftimie@email.ro,5510613266738,1919-02-26,"Soseaua Stoica Nr. 59, Marasesti, 339595",0740 044 696,2e:51:f4:ea:de:b0,51.167.96.216,RO77YCZC2755671080610353,2025-06-18 02:54:42,19345,292,532,330814,7c789837-1c47-4e20-87b2-bc1ad3beaa28
Valentin Dima,valentindima,valentindima@141.ro,1421208383642,2009-07-08,"Intrarea Ionescu Nr. 891 Bl. 86  Sc. 22 Ap. 342, Bals, 878391",0738 088 956,32:53:1a:c7:ef:49,68.16.141.216,RO30RASK9835866608861441,2025-06-18 02:54:42,11904,266,362,687563,9a1ee52d-3013-462e-a527-0ac701226f6d
Laura Albu,lauraalbu,lauraalbu@gmail.com,6960720013015,1988-02-01,"Soseaua Dumitru Ene Nr. 55, Tandarei, 594046",0267 805 888,7e:ac:96:03:7b:97,8.240.46.70,RO90CSUM0261880120578400,2025-06-18 02:54:42,14652,173,551,423020,62bfa522-c9f9-4ebd-ac06-76da9240a17c
Petre Suciu,petresuciu,petresuciu@acasa.ro,7130218394785,1960-10-05,"Strada Cristea, Brad, 728205",0239 425 396,80:a5:23:ae:91:ac,89.3.193.208,RO91BSBM4362984189570245,2025-06-18 02:54:42,79,556,740,716463,337dfb4f-a7a0-4cee-9016-5321aa8b248e
Liviu Mocanu,liviumocanu,liviumocanu@kappa.ro,1150626104529,1909-06-25,"Soseaua Oprea Nr. 331 Bl. 47  Sc. 30 Ap. 673, Matca, 882075",0731 447 453,3e:9a:56:c2:59:5b,113.241.193.177,RO14SHWC2545289549828489,2025-06-18 02:54:42,34074,925,111,310178,3cf94fa3-f972-48d1-b096-74f777e40b33
Dina Manole,dinamanole,dinamanole@post.ro,7990730241251,1979-10-19,"Bulevardul Dima Nr. 672 Bl. 16  Sc. 76 Ap. 457, Rasinari, 374116",0741 797 620,76:bf:79:85:7f:88,62.90.199.158,RO12SFHZ0565355291121673,2025-06-18 02:54:42,10963,713,387,1400264,cf7e0fb8-acfd-4795-86c4-22d9f51d13db
Horea Georgescu,horeageorgescu,horeageorgescu@kappa.ro,3350922374496,1951-06-06,"Soseaua Mălina Diaconu, Campia Turzii, 616497",0244 434 783,32:0e:a1:89:7a:4e,186.30.93.14,RO78FQSU1416462732572433,2025-06-18 02:54:42,14560,63,599,1284234,7124737e-f62f-4924-9a17-73499d3ab46a
Mădălin Oprea,mădălinoprea,mădălinoprea@gmail.com,6331124450073,2004-12-25,"Soseaua Ababei Nr. 785 Bl. 93  Sc. 83 Ap. 441, Eforie Nord, 747972",0247 812 553,74:76:08:3c:b3:4d,162.16.203.121,RO98TIDR4721281239374111,2025-06-18 02:54:42,757,102,548,1413245,937c0414-f0cc-4b00-a011-865876de113e
Costel Diaconescu,costeldiaconescu,costeldiaconescu@gmail.com,2991209155501,1918-12-17,"Strada Nemeș Nr. 53 Bl. 94  Sc. 81 Ap. 259, Darmanesti, 695260",0263 793 829,b8:78:f2:f0:45:5b,135.43.171.88,RO61CTJI1479594010545450,2025-06-18 02:54:42,1596,794,623,720425,f115f052-703b-422c-8c8e-2c8ff17d1aca
Liviu Georgescu,liviugeorgescu,liviugeorgescu@zzup.ro,2191208421252,1958-11-10,"Drumul Olimpian Ene Nr. 721 Bl. 15  Sc. 91 Ap. 696, Resita, 915708",0241 173 426,5a:5a:39:f8:2d:35,37.63.39.132,RO62LBKF0829515443437708,2025-06-18 02:54:42,24246,719,178,1585706,900d63c8-f99f-47bc-a250-981c7ffd347f
Edmond Mazilescu,edmondmazilescu,edmondmazilescu@kappa.ro,7550210432520,1948-09-01,"Strada Suciu Nr. 586, Caransebes, 176615",0243 493 509,56:62:b7:a2:0f:31,49.150.124.5,RO19DKHC5843574312486323,2025-06-18 02:54:42,18115,374,399,1404766,e61f2d16-66b0-4092-a8ed-5a16f2cad2ce
Pleșu Dinu,pleșudinu,pleșudinu@zzup.ro,4561102359339,1913-12-08,"Strada Floriana Gheorghiu Nr. 942, Insuratei, 296636",0741 898 252,5a:e4:fa:89:6c:e1,105.222.115.169,RO92KGNH6594196921979163,2025-06-18 02:54:42,23443,742,211,1383645,780ed185-3a39-4e33-bab5-6d59f7f63279
Octav Tomescu,octavtomescu,octavtomescu@141.ro,5160826225055,1913-06-14,"Aleea Ludmila Popa, Feldru, 924412",0784 703 388,90:a1:ae:87:b5:07,164.255.4.96,RO13YDCQ5811214044730461,2025-06-18 02:54:42,28495,951,112,823781,bde0d55b-e42c-418b-b76f-17f9a47a6358
Adonis Nemeș,adonisnemeș,adonisnemeș@141.ro,6531108242841,2012-02-07,"Bulevardul Ioniță Nr. 91 Bl. 60  Sc. 79 Ap. 639, Sabaoani, 605825",0723 704 371,2a:a2:90:05:58:7a,73.67.19.229,RO18ZVQB1787664565714988,2025-06-18 02:54:42,33797,344,206,1255924,c09719da-1fac-4f7e-8602-b8efe52f809b
Florența Voinea,florențavoinea,florențavoinea@zzup.ro,3260716518739,2021-12-02,"Aleea Georgescu Nr. 275, Ovidiu, 938509",0258 141 161,32:6b:77:9c:04:7f,75.65.185.157,RO34ZEGJ1491412144241238,2025-06-18 02:54:42,10859,360,745,1974326,ea68b524-c6df-4784-ad3f-e22b344e29f4
Gică Oprea,gicăoprea,gicăoprea@acasa.ro,3100328191876,1918-03-19,"Aleea Andra Preda Nr. 637, Campulung, 212805",0772 067 281,9e:25:93:9d:5b:02,7.141.52.175,RO41XRHQ4809709617141907,2025-06-18 02:54:42,35795,73,770,840330,d5d403c0-4cbb-4f6e-98de-3e6b77520d56
Vincențiu Stoica,vincențiustoica,vincențiustoica@email.ro,7570413304441,1980-11-03,"Soseaua Ionescu, Schela Cladovei, 387876",0761 018 677,ba:cc:77:23:ec:1e,206.219.103.62,RO11USYR4642470500008122,2025-06-18 02:54:42,20422,153,600,967439,7234a688-f150-4df8-b8a8-7f3cc2a2d332
Roxana Ardelean,roxanaardelean,roxanaardelean@kappa.ro,3781210331023,1940-08-03,"Strada Matilda Ababei Nr. 665, Victoria, 691725",0255 241 169,78:3d:cc:98:5e:0a,147.154.109.150,RO65BBVR1710149339236566,2025-06-18 02:54:42,21587,770,108,55164,6132286e-b218-4faf-83a6-e67f0aa07a59
Marin Dinu,marindinu,marindinu@zzup.ro,2920816305650,1990-12-07,"Intrarea Diaconescu Nr. 897 Bl. 96  Sc. 89 Ap. 814, Pogoanele, 311623",0729 357 482,96:7e:0b:e8:c9:95,70.242.167.176,RO20QHKA9689376203019318,2025-06-18 02:54:42,16363,574,720,1051543,2a015b43-1d35-496a-86c9-2734fa6761fd
Zoe Pușcașu,zoepușcașu,zoepușcașu@kappa.ro,5900909346323,1928-02-25,"Soseaua Pop Nr. 41 Bl. 71  Sc. 23 Ap. 204, Valea lui Mihai, 370764",0723 644 816,4a:2b:35:46:2e:c0,170.213.221.139,RO56KJVH5420466191538957,2025-06-18 02:54:42,32119,763,479,57775,839e2ea2-2098-4f26-ac1c-5a626f3759b9
Celia Aanei,celiaaanei,celiaaanei@kappa.ro,5410511246260,1941-04-18,"Drumul Stancu, Baicoi, 921402",0242 198 167,72:95:d2:0e:00:d6,19.17.22.167,RO44VCMQ1838660618441249,2025-06-18 02:54:42,5346,961,221,1960675,04d1005b-56da-4564-8883-b65c072a5555
Dida Suciu,didasuciu,didasuciu@zzup.ro,2140521361522,1941-08-24,"Soseaua Ilinca Ene Nr. 74 Bl. 32  Sc. 89 Ap. 706, Dancu, 798622",0250 422 014,50:9e:61:33:cb:bf,114.50.112.232,RO13OVZM8846460071239186,2025-06-18 02:54:42,22740,828,533,749985,623e604d-ef60-41b8-9c22-7dd91a98fa7f
Manuela Aanei,manuelaaanei,manuelaaanei@zzup.ro,8240320407791,2010-08-13,"Bulevardul Eftimie Nr. 64, Calan, 121112",0728 716 380,60:dc:ac:26:1f:1c,135.24.147.126,RO52JCEI6132787112869212,2025-06-18 02:54:42,11161,930,140,1313750,1b511567-aa9b-4faa-9952-068f2a773f12
Ciprian Dinu,cipriandinu,cipriandinu@gmail.com,2470931363378,1917-07-27,"Intrarea Grațiela Tomescu Nr. 56, Timisoara, 776254",0749 511 200,58:63:b7:ad:46:74,84.123.33.198,RO05JOSE5889929339004525,2025-06-18 02:54:42,26297,156,512,377419,45dac4d9-6cd2-429c-a694-726a8f58c3e4
Vasile Dinu,vasiledinu,vasiledinu@gmail.com,1460828297006,1945-01-12,"Strada Preda, Targu Jiu, 743770",0724 341 754,d6:83:70:76:b0:9e,123.217.134.220,RO53DTLM8348901156655338,2025-06-18 02:54:42,17603,123,798,1595448,7605dc67-a690-4b07-8b3c-cf09b3ae3f8b
Răducu Mocanu,răducumocanu,răducumocanu@zzup.ro,8931119066452,1913-05-28,"Strada Nemeș, Vulcan, 734395",0231 071 665,b6:52:63:f1:ac:d4,183.196.82.13,RO45TMJI6357951332075743,2025-06-18 02:54:42,11721,275,677,1791319,ae9b2d72-e599-406a-96a5-8b96999326f0
Marga Gheorghiu,margagheorghiu,margagheorghiu@gmail.com,5130931245739,1922-02-25,"Intrarea Nemeș, Sadova, 708144",0233 144 420,16:c6:8b:f1:b6:88,35.145.174.107,RO29VMMF5881730359177877,2025-06-18 02:54:42,3760,394,547,1852874,743235fd-cb46-45a4-aa04-f4dc7662fd20
Lavinia Eftimie,laviniaeftimie,laviniaeftimie@141.ro,2840510362096,1985-12-02,"Strada Popa, Pucioasa, 942209",0252 119 256,5a:5e:a7:4b:27:96,94.144.59.98,RO82YXLA5254968015493879,2025-06-18 02:54:42,11458,298,705,1250091,6980e390-9c32-4cee-b807-92f2b85b8e5a
Elodia Diaconescu,elodiadiaconescu,elodiadiaconescu@email.ro,6510404449491,1930-02-22,"Aleea Stoica, Draganesti-Olt, 411235",0266 354 881,3c:90:43:ae:be:c5,157.242.193.254,RO50OQFG2098437509541300,2025-06-18 02:54:42,17719,224,339,1756760,fb498d7f-7cd2-483d-b076-d01763e614c3
Rada Georgescu,radageorgescu,radageorgescu@gmail.com,7230125338973,1971-12-16,"Strada Adam Toma Nr. 77 Bl. 18  Sc. 78 Ap. 711, Corabia, 743485",0761 274 908,2e:7f:2e:ea:a1:66,32.117.117.102,RO31KZID8922901774251563,2025-06-18 02:54:42,22763,198,739,1924107,0b8c12c5-a4c5-4252-bdc9-823accfa02e7
Antonie Dumitrescu,antoniedumitrescu,antoniedumitrescu@141.ro,4710320521861,1923-07-02,"Soseaua Ababei, Lugoj, 403818",0238 456 340,52:27:38:02:66:10,161.235.101.160,RO32HIBY1449393447157524,2025-06-18 02:54:42,1954,66,670,1350718,b313411b-ebc3-406d-9a14-190c9022442d
Anca Stoica,ancastoica,ancastoica@kappa.ro,6070917201250,1978-04-16,"Strada Rafila Ardelean Nr. 257 Bl. 64  Sc. 53 Ap. 594, Alba Iulia, 675749",0735 903 427,7e:b1:ee:53:90:6e,96.38.190.84,RO71XQIV4388418291132190,2025-06-18 02:54:42,24883,1,500,733178,505db5f9-b743-4322-8d61-44cf019dc116
Crin Dochioiu,crindochioiu,crindochioiu@gmail.com,6721123529800,1967-08-05,"Intrarea Octavia Ababei, Marginea, 259110",0256 394 598,46:7f:6b:43:b2:cb,110.69.242.63,RO90HISZ7329839656006550,2025-06-18 02:54:42,17530,607,568,1637771,3fc3e323-41cc-4f45-85f2-5e424102e8bd
Aneta Eftimie,anetaeftimie,anetaeftimie@kappa.ro,8380312405375,2019-11-28,"Bulevardul Albu, Baia Mare, 423115",0759 729 916,26:71:2f:09:07:5a,223.222.139.131,RO48EEIU1585193940040030,2025-06-18 02:54:42,3711,322,407,1735551,7b05f157-b4e3-491f-a57b-dd9943023f28
Aurelia Oprea,aureliaoprea,aureliaoprea@kappa.ro,2870309088553,1977-06-27,"Aleea Dumitrescu Nr. 62, Sighetu Marmatiei, 307917",0720 953 731,30:24:39:2c:79:6d,213.65.187.214,RO74BHBC2543626834962940,2025-06-18 02:54:42,8387,114,231,1984013,8c3f4077-353d-4662-b4a4-e367ed62b592
Mioara Nistor,mioaranistor,mioaranistor@acasa.ro,4820615103970,1942-02-08,"Strada Corneliu Stan, Baia Mare, 585033",0770 273 659,d6:02:b0:ff:40:b8,66.118.210.243,RO42SPJO3430285901357096,2025-06-18 02:54:42,14829,307,627,454355,8e1e0c3a-c80c-41c5-b431-40cacb7a9ca6
Casiana Preda,casianapreda,casianapreda@gmail.com,6560620525247,2001-03-16,"Bulevardul Tudor Nr. 282 Bl. 58  Sc. 10 Ap. 164, Sabaoani, 664740",0765 354 809,9c:9e:40:ea:4c:67,116.122.207.134,RO32FCXT0490277671579540,2025-06-18 02:54:42,3707,629,762,1200849,6fac67a6-9fb3-4453-b7e9-218d0c19acd3
Luminița Ababei,luminițaababei,luminițaababei@kappa.ro,8680513039324,2014-08-04,"Drumul Diaconescu Nr. 25 Bl. 69  Sc. 56 Ap. 856, Zarnesti, 998255",0766 161 308,d8:c6:1a:4c:38:04,36.131.140.163,RO07UMBH1398104208294610,2025-06-18 02:54:42,12832,825,523,45867,98ba7691-3935-4096-a6c2-5bf24e435b29
Șerban Barbu,șerbanbarbu,șerbanbarbu@141.ro,8921128431016,2019-12-10,"Aleea Stancu, Huedin, 548116",0250 974 569,ea:c5:91:24:7b:ac,72.89.33.107,RO57ZSQA2098836705501694,2025-06-18 02:54:42,15273,431,127,836660,ec78ed8b-d35a-4141-bb7e-c05b3f138bac
Eliza Dobre,elizadobre,elizadobre@email.ro,8520802210215,2019-10-21,"Aleea Stancu, Sfantu Gheorghe, 649567",0740 748 259,f6:39:58:2e:52:33,180.88.217.250,RO74HNNZ8997349769868133,2025-06-18 02:54:42,27404,490,371,545164,2ba407a7-fa22-41d6-b085-293a9cc4c33e
Cedrin Toma,cedrintoma,cedrintoma@zzup.ro,1621123417420,1958-12-18,"Drumul Nemeș Nr. 23, Ocna Mures, 711731",0788 058 821,3e:79:31:b2:aa:42,2.137.159.150,RO61OJXR1820641463802354,2025-06-18 02:54:42,21833,815,677,1167790,26d52da2-10ed-4846-a513-9b213e47025a
Iris Voinea,irisvoinea,irisvoinea@acasa.ro,1351227082741,1934-12-18,"Intrarea Ruxanda Nistor, Petrosani, 660542",0749 027 998,2c:8b:6c:2d:ca:eb,199.132.3.101,RO79BEYS9127244941120233,2025-06-18 02:54:42,21039,884,235,1730199,9b03c090-171e-4c81-9159-f06eed1128c6
Grațiela Barbu,grațielabarbu,grațielabarbu@zzup.ro,4901111221679,2003-12-22,"Soseaua Georgia Dinu, Braila, 420811",0266 407 548,9e:76:7c:35:86:d2,32.239.53.31,RO24HBHD2484461533500554,2025-06-18 02:54:42,21179,280,254,1058642,e4b597b0-33f3-4acf-ba07-8a1874994dc6
Flora Gheorghiu,floragheorghiu,floragheorghiu@post.ro,1511111514539,2017-03-08,"Strada Marin Nr. 528, Bumbesti-Jiu, 849795",0770 750 142,7a:28:7e:50:4a:96,84.230.199.73,RO32AMMX0035961026875644,2025-06-18 02:54:42,33629,544,522,1349467,6262fa41-668e-469e-9df1-1adf4cd18b1f
Dafina Dobre,dafinadobre,dafinadobre@gmail.com,8990801353070,1925-08-27,"Drumul Niță Nr. 536 Bl. 18  Sc. 10 Ap. 321, Falticeni, 154183",0784 864 170,70:a2:b6:da:7a:1b,102.94.18.214,RO49VPME1703889861829311,2025-06-18 02:54:42,23713,287,366,181599,57d86fbb-2e52-42ba-b78a-c65c2523135b
Zaraza Stancu,zarazastancu,zarazastancu@post.ro,6810112048826,1987-11-11,"Drumul Cristian Nemeș Nr. 195, Bosanci, 997430",0731 007 168,7e:20:29:38:c0:4f,92.246.60.192,RO04JMQK2701539238003245,2025-06-18 02:54:42,1805,807,201,617845,d0070df8-fac7-40b2-bb24-0618c78460a4
Florica Marin,floricamarin,floricamarin@acasa.ro,5770901037300,2024-08-12,"Drumul Toma Nr. 67 Bl. 29  Sc. 86 Ap. 774, Bacau, 287518",0726 587 908,6e:ab:b9:8e:4b:04,17.35.138.204,RO96PUQP5256051372226433,2025-06-18 02:54:42,19727,334,345,694767,64f8bf78-8f5c-4c04-8472-9635afae5970
Aureliana Niță,aureliananiță,aureliananiță@zzup.ro,2290531082018,2001-11-06,"Soseaua Marinela Ioniță, Maieru, 307624",0746 254 781,00:cc:54:f3:29:c0,159.189.11.228,RO03NRLM7000263532738663,2025-06-18 02:54:42,8168,714,7,1514276,fa19886c-71bb-4116-ab80-4092d0e44503
Elisabeta Dochioiu,elisabetadochioiu,elisabetadochioiu@gmail.com,5630201104671,1976-02-06,"Soseaua Dobre, Sacueni, 904603",0732 513 461,60:0c:f7:57:1e:6d,42.44.15.241,RO44BOYS5920738766694048,2025-06-18 02:54:42,7161,223,633,1580039,cf6af35d-3904-42c2-b93c-a01df235d8a9
Ilona Ababei,ilonaababei,ilonaababei@kappa.ro,2931226039202,1938-03-12,"Drumul Sorina Gheorghiu, Plosca, 955432",0726 576 442,22:b0:9f:a9:75:0a,184.173.43.128,RO37PROM2786769666888424,2025-06-18 02:54:42,21350,775,590,1018151,c61a29f6-8ce3-4471-9d65-8f341cbb83de
Liana Mazilescu,lianamazilescu,lianamazilescu@acasa.ro,4550721157345,1990-06-22,"Soseaua Ionescu Nr. 770, Marginea, 704607",0721 674 783,62:af:6a:25:d9:38,42.73.234.65,RO33IPNT3992707849969287,2025-06-18 02:54:42,9757,668,100,1104272,c70445e6-1fa3-495c-9334-dc924a9d0f8b
Silvia Mazilescu,silviamazilescu,silviamazilescu@141.ro,4160214415597,2001-04-25,"Drumul Marin Nr. 568, Baraolt, 586116",0240 595 175,ca:92:d6:d2:6e:17,92.76.26.43,RO07GADR9436784073640060,2025-06-18 02:54:42,9975,870,232,1177643,5763288e-29a1-4197-987c-cb78698cdd1b
Robert Cristea,robertcristea,robertcristea@acasa.ro,7660202168356,1965-09-14,"Strada Constantina Barbu Nr. 81 Bl. 22  Sc. 81 Ap. 285, Avrig, 894657",0742 725 757,e6:0e:ad:db:b7:f3,56.54.75.51,RO38YJCR9461902032030601,2025-06-18 02:54:42,35221,780,58,740292,ba4859d1-122e-4e91-82db-cf25f92ccd00
Remus Gheorghiu,remusgheorghiu,remusgheorghiu@acasa.ro,4100807178504,2005-01-01,"Strada Avram Marin Nr. 267, Hunedoara, 495094",0248 518 507,90:67:7a:d9:1a:01,182.226.35.72,RO75MZHO1698291813798728,2025-06-18 02:54:42,812,257,106,641011,dd2c194b-d144-4922-aadc-86f2531f0635
Cezara Georgescu,cezarageorgescu,cezarageorgescu@acasa.ro,1990911175850,1963-10-27,"Intrarea Viorel Dumitrescu, Craiova, 831567",0247 378 226,f6:12:9a:d0:b6:41,5.208.34.140,RO37OJYK6199148748608283,2025-06-18 02:54:42,18202,655,603,376978,f2ed266d-2195-4dc4-8d9e-6ebf17a5f258
Adrian Oprea,adrianoprea,adrianoprea@acasa.ro,2840818518156,1945-11-06,"Drumul Georgescu Nr. 95 Bl. 87  Sc. 64 Ap. 616, Curcani, 245061",0243 968 039,da:ec:56:6a:37:2c,43.56.98.205,RO24KCAU6402683558660475,2025-06-18 02:54:42,17676,497,157,1817740,aa15813a-060f-45f2-96f5-6f697d2d0161
Jana Niță,jananiță,jananiță@acasa.ro,6450307293489,1989-06-21,"Soseaua Catrina Gheorghiu Nr. 93, Agnita, 584858",0745 600 523,3e:15:af:b6:a3:b9,14.54.199.193,RO57XVPZ0562328759233681,2025-06-18 02:54:42,34188,178,374,854903,4bba2fc4-464f-4245-bc40-dbb4a6115f69
Vasile Ionescu,vasileionescu,vasileionescu@gmail.com,4851122342664,1915-10-26,"Intrarea Dinu, Harlau, 871277",0755 638 718,5e:93:a7:c3:70:0d,15.162.134.20,RO09HELC7637047212566492,2025-06-18 02:54:42,565,251,474,762039,8868f195-e89f-42a7-83bd-14a78b6a9eb3
Leonard Ioniță,leonardioniță,leonardioniță@email.ro,2310405325912,1983-12-02,"Drumul Stancu Nr. 98, Barbulesti, 158112",0262 259 022,c4:2f:6d:10:d0:e5,211.121.213.115,RO29ESOK2630235209353725,2025-06-18 02:54:42,35602,731,703,287413,581a3599-9043-46d2-b36d-6b67f3fb2c92
Alice Nemeș,alicenemeș,alicenemeș@141.ro,1170306248540,1938-05-30,"Aleea Ababei, Tarnaveni, 686046",0247 283 258,d6:86:ad:ca:86:1d,184.232.196.74,RO73KIHW1904901168608327,2025-06-18 02:54:42,29112,939,365,193397,e2be21cf-2da8-4ea1-aa80-b49e7615423e
Maia Ardelean,maiaardelean,maiaardelean@141.ro,3750618031282,1975-12-12,"Bulevardul Oprea, Jilava, 754589",0739 122 027,d6:8c:15:06:d2:cb,223.98.225.99,RO21WSUC1810559157660831,2025-06-18 02:54:42,2758,187,273,955700,cbf2bfcd-e8c5-44e2-86d9-543587e4f368
Mihai Barbu,mihaibarbu,mihaibarbu@gmail.com,6011128107805,1958-12-27,"Soseaua Gheorghiu, Valu lui Traian, 919937",0736 745 252,62:67:f3:a0:3a:c5,138.62.236.215,RO37MBDR7932717391686073,2025-06-18 02:54:42,15243,736,251,1539067,1b0bfb22-5db0-4954-9b78-d21c78287d69
Robertina Stan,robertinastan,robertinastan@141.ro,2950323206563,1976-01-27,"Strada Cristea Nr. 68, Cobadin, 948207",0744 107 601,96:df:84:4a:f9:e4,207.175.28.0,RO37FYKJ8475317162347663,2025-06-18 02:54:42,11029,460,130,190525,154062ea-498c-4599-99be-6479ac150e2e
Rebeca Ardelean,rebecaardelean,rebecaardelean@141.ro,3170116336829,2012-04-29,"Aleea Pop Nr. 47, Valea Mare (Babeni), 590734",0785 240 468,94:74:8d:e0:0d:ed,28.63.137.125,RO26KVOI9409323942180078,2025-06-18 02:54:42,27065,263,432,178822,e876ab56-63f3-4ce8-ac79-7d5c9d3dc54a
Mona Gheorghiu,monagheorghiu,monagheorghiu@141.ro,5911118251784,2013-04-08,"Soseaua Ioniță, Targu Jiu, 453716",0738 866 226,64:61:7f:90:4d:93,153.53.28.3,RO12IHET1043115951870579,2025-06-18 02:54:42,15753,543,750,1128894,4a5287ba-a785-444d-9e88-4ba04b4b324d
Aurică Diaconu,auricădiaconu,auricădiaconu@post.ro,8150106310249,1979-09-15,"Intrarea Sava Cristea Nr. 812, Diosig, 543940",0238 121 985,62:45:bb:9b:7c:53,114.231.151.185,RO81NBCK3642188938824829,2025-06-18 02:54:42,8828,362,777,1461452,8d9e49ea-2cd8-4ded-afad-608f5fcc6f3c
Ozana Ioniță,ozanaioniță,ozanaioniță@acasa.ro,4800301090181,1944-04-26,"Soseaua Stancu, Satu Mare, 492407",0754 184 798,14:5f:5a:8a:03:2f,174.141.166.229,RO21DIOD3716602195779575,2025-06-18 02:54:42,26539,681,382,1956849,4a7c49ad-5f7c-4d3c-aa9b-6b2b1bbe2bc5
Ciprian Pușcașu,ciprianpușcașu,ciprianpușcașu@141.ro,5500826099122,1958-02-21,"Strada Maximilian Stancu Nr. 534, Targu Secuiesc, 885171",0260 846 980,2e:e2:54:af:c5:7c,137.91.125.66,RO45JXAQ7745475965765571,2025-06-18 02:54:42,34080,338,383,1837318,b38b04b0-ae62-4259-b135-516ac68a04b2
Gică Pușcașu,gicăpușcașu,gicăpușcașu@kappa.ro,7131201368082,1992-09-19,"Soseaua Eftimie Nr. 870, Rovinari, 680342",0254 885 853,be:0c:d8:13:71:de,185.84.107.252,RO95IHYK4659584500413828,2025-06-18 02:54:42,31812,981,235,816444,fb34d89a-caa7-4d76-af2d-4984842b57a9
Eremia Stancu,eremiastancu,eremiastancu@zzup.ro,4671129101894,1953-01-12,"Bulevardul Stănescu Nr. 269, Zalau, 533235",0747 827 020,30:de:e3:71:88:dc,136.94.117.196,RO20MLJD4336967665339859,2025-06-18 02:54:42,10306,596,281,975667,f9b7e55f-1d4f-4199-bcfc-d0828ac1a7bc
Oliviu Dumitrescu,oliviudumitrescu,oliviudumitrescu@gmail.com,2231107365378,2020-02-29,"Strada Ardelean Nr. 93, Sibiu, 288370",0756 189 483,e0:b4:dd:55:4a:d9,114.242.63.82,RO55JQNH9672873041143571,2025-06-18 02:54:42,13369,995,375,198681,2cd418cc-86eb-46b8-ac1e-9873b5c61f3b
Beniamin Suciu,beniaminsuciu,beniaminsuciu@141.ro,5850126510512,1928-02-24,"Strada Ladislau Pușcașu Nr. 89 Bl. 50  Sc. 38 Ap. 243, Alesd, 867335",0265 223 627,02:6e:e8:a1:00:73,140.222.43.193,RO40LZBL6677883306368950,2025-06-18 02:54:42,6057,945,502,562950,9daea241-83f2-4db5-87de-566a88ec3b84
Antoaneta Voinea,antoanetavoinea,antoanetavoinea@zzup.ro,3720220204538,1969-09-21,"Strada Titus Nistor Nr. 53 Bl. 57  Sc. 24 Ap. 416, Vatra Dornei, 720219",0721 929 923,08:39:3a:3a:05:19,51.170.66.29,RO57WCJE2284768329552648,2025-06-18 02:54:42,926,769,726,1683242,ecf75401-f724-43b1-88ae-a8b762320ea5
